item,gen
263680,"['Indie', 'Action', 'Adventure']"
294770,"['Indie', 'Action', 'Strategy']"
246280,['Not Game']
286220,['RPG']
432490,"['Indie', 'Casual']"
380540,"['Indie', 'Action', 'Adventure']"
13700,['Not Game']
524520,"['Indie', 'Adventure', 'RPG']"
352610,['Indie']
501470,['Not Game']
241240,"['Indie', 'Casual', 'Simulation']"
326180,"['Indie', 'Adventure', 'Casual']"
216670,"['Indie', 'Strategy']"
292140,['Not Game']
335440,"['Action', 'Strategy']"
231990,['Not Game']
12310,"['Adventure', 'Casual', 'RPG']"
448570,"['Indie', 'Adventure', 'RPG', 'Early Access', 'Free to Play']"
17800,['Not Game']
336240,"['Indie', 'Adventure']"
294160,"['Indie', 'Strategy', 'Free to Play']"
250700,"['Indie', 'Action']"
473520,"['Indie', 'Casual', 'Strategy']"
32610,['Action']
272890,"['Indie', 'Sports']"
50130,['Not Game']
21750,['Not Game']
429350,"['Indie', 'Action']"
203290,"['Action', 'Free to Play']"
391410,"['Indie', 'Action', 'Casual', 'Strategy']"
217100,['Not Game']
286320,"['Indie', 'Adventure']"
24470,['Not Game']
296180,"['Indie', 'Action', 'Adventure']"
471770,"['Indie', 'Action', 'Adventure']"
293420,"['Indie', 'Action', 'Casual']"
21500,['Racing']
321110,['Not Game']
409170,['Indie']
294140,"['Indie', 'Action', 'Adventure']"
251170,['Adventure']
243780,['Strategy']
440540,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG']"
384100,"['Indie', 'Action']"
331920,['Simulation']
238130,['Not Game']
495320,['Not Game']
298930,"['Indie', 'Adventure']"
409510,"['Action', 'Free to Play']"
332610,"['Indie', 'Action', 'Adventure', 'RPG']"
32640,['Action']
25940,['Strategy']
269170,['Not Game']
347060,"['Simulation', 'Sports']"
492560,['Indie']
360990,['Indie']
393420,"['Action', 'Adventure', 'Simulation', 'Early Access']"
55130,['Not Game']
219070,"['Indie', 'Action']"
39560,['Action']
361600,"['Indie', 'Action', 'Adventure']"
12300,['Not Game']
489810,"['Indie', 'Casual', 'Strategy']"
253630,"['Indie', 'Strategy', 'RPG']"
511160,"['Indie', 'Action', 'Adventure']"
205080,"['Indie', 'Action']"
312200,"['Indie', 'Action', 'Adventure', 'RPG']"
227860,"['Indie', 'Strategy']"
352720,"['Indie', 'Strategy', 'Simulation', 'Early Access']"
226820,['Adventure']
346400,['Not Game']
321360,"['Indie', 'Action']"
293460,"['Indie', 'Action', 'RPG']"
415890,"['Indie', 'Action', 'RPG']"
209730,"['Action', 'RPG']"
258590,"['Action', 'Adventure']"
389170,"['Indie', 'Adventure', 'Casual']"
221100,['Not Game']
436490,['Not Game']
325100,['Not Game']
282640,"['Indie', 'Action', 'Adventure']"
343450,['Not Game']
427100,['Simulation']
440435,['Not Game']
411186,['Not Game']
303830,['Racing']
266170,"['Indie', 'Action', 'RPG']"
462860,"['Indie', 'Action', 'RPG']"
387650,['Not Game']
519566,['Not Game']
225640,['RPG']
332490,['Not Game']
321350,"['Indie', 'Action', 'Strategy', 'Simulation']"
458510,['Casual']
415420,"['Action', 'Casual']"
358290,"['Action', 'Adventure']"
100400,"['Animation & Modeling', 'Mod']"
214730,"['Action', 'Adventure', 'Strategy', 'Simulation', 'RPG']"
42230,['Adventure']
390220,"['Indie', 'Simulation']"
207080,['Indie']
438330,"['Indie', 'Adventure', 'Strategy']"
61530,['Not Game']
284580,"['Indie', 'Action', 'Strategy']"
317110,['Not Game']
498580,"['Indie', 'Action', 'Adventure']"
365480,"['Strategy', 'RPG']"
374741,['Not Game']
329890,"['Early Access', 'Utilities', 'Design & Illustration', 'Education', 'Animation & Modeling', 'Software', 'Software Training', 'Mod']"
375120,"['Indie', 'Action', 'Adventure']"
291250,"['Indie', 'Action', 'Adventure', 'Simulation']"
362280,['Not Game']
318530,"['Indie', 'Action', 'Adventure']"
45750,"['Action', 'Adventure']"
516950,['Not Game']
10500,['Strategy']
329610,"['Simulation', 'Sports']"
38050,['Not Game']
334670,['Not Game']
11440,['Not Game']
431910,"['Indie', 'Action', 'Casual']"
287020,['Not Game']
410980,['Strategy']
393430,['Not Game']
330660,"['Indie', 'Action', 'Simulation']"
344890,"['Indie', 'Action', 'Adventure', 'Casual', 'Strategy', 'Simulation', 'RPG', 'Early Access', 'Racing']"
307170,"['Indie', 'Action', 'Casual']"
32420,['Action']
376130,"['Indie', 'Action']"
295770,['Action']
397830,"['Indie', 'Adventure', 'RPG', 'Early Access']"
488280,"['Indie', 'Casual']"
400800,"['Simulation', 'Sports', 'Racing']"
45000,"['Indie', 'Strategy']"
529820,['Not Game']
411370,['Action']
313020,"['Indie', 'Adventure', 'RPG']"
289220,"['Action', 'RPG']"
350630,['Indie']
371190,"['Strategy', 'Simulation']"
275810,"['Casual', 'Strategy']"
463450,"['Indie', 'Casual']"
246400,['Not Game']
353700,"['Indie', 'Action', 'Adventure']"
498300,"['Indie', 'Adventure', 'RPG']"
302610,"['Indie', 'Action']"
99200,['Casual']
286460,['Adventure']
293320,"['Indie', 'Adventure']"
318860,"['Indie', 'Action', 'Adventure']"
316460,['Not Game']
329640,['Action']
411188,['Not Game']
433300,"['Action', 'Adventure', 'RPG']"
408120,['Not Game']
365880,"['Indie', 'Adventure']"
388060,"['Indie', 'Strategy']"
301420,"['Indie', 'Action', 'Adventure']"
361970,"['Indie', 'Casual', 'Strategy', 'Simulation']"
376760,['Casual']
273580,['Action']
344900,"['Indie', 'Action']"
2760,['Not Game']
368890,"['Indie', 'Adventure']"
242720,"['Indie', 'Action', 'Free to Play']"
46370,['Simulation']
342550,['Not Game']
306640,['Strategy']
42000,"['Indie', 'Casual']"
18400,"['Casual', 'Strategy']"
219760,['RPG']
347710,"['Indie', 'Adventure']"
63700,"['Indie', 'Action', 'Casual']"
373920,"['Action', 'Adventure']"
420570,"['Indie', 'Action']"
302910,['Not Game']
33990,['Adventure']
280500,"['Indie', 'Action', 'Racing']"
231310,"['Indie', 'Adventure']"
10100,['Adventure']
497880,"['Indie', 'Casual', 'Strategy', 'Early Access']"
382900,['Not Game']
293520,"['Indie', 'Simulation']"
228940,['Not Game']
508170,"['Indie', 'Action', 'Casual']"
504770,"['Indie', 'Action', 'Simulation']"
366600,"['Indie', 'Action', 'Adventure']"
283450,['Casual']
23120,['Not Game']
437220,"['Indie', 'Action', 'Free to Play']"
283330,['Action']
265790,"['Indie', 'Adventure']"
326340,"['Action', 'Adventure', 'Sports']"
397440,"['Adventure', 'Casual']"
17300,['Not Game']
300340,"['Indie', 'Action', 'Adventure']"
254650,['Not Game']
405860,"['Indie', 'Action', 'Adventure']"
495470,['Not Game']
73170,['Strategy']
523323,['Not Game']
276750,['Strategy']
514650,"['Indie', 'Casual']"
207430,"['Indie', 'Casual', 'RPG']"
298180,"['Indie', 'Action', 'Adventure', 'RPG']"
214510,"['Action', 'Adventure']"
442710,"['Indie', 'RPG', 'Early Access', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
503010,"['Indie', 'Action', 'Adventure', 'Simulation', 'RPG', 'Early Access']"
388270,"['Casual', 'Strategy', 'Simulation', 'Sports']"
309900,"['Indie', 'Action', 'Early Access']"
284260,['Indie']
412530,['Casual']
288260,"['Indie', 'Action', 'Casual', 'Strategy']"
382670,['Not Game']
358320,"['Action', 'Adventure']"
384980,"['Indie', 'Casual', 'Strategy', 'Free to Play']"
380840,"['Indie', 'Action', 'Free to Play']"
449090,"['Indie', 'Action']"
244810,"['Indie', 'Action', 'Adventure', 'Casual']"
15330,['Not Game']
495010,"['Indie', 'Casual', 'Strategy']"
233110,"['Indie', 'Strategy']"
34900,['Indie']
421740,['Not Game']
293240,"['Indie', 'Action', 'Adventure', 'Strategy']"
406350,"['Simulation', 'Early Access', 'Sports', 'Racing']"
209340,['Not Game']
313160,['Simulation']
45720,"['Action', 'Adventure']"
224580,['Not Game']
494990,"['Indie', 'Action', 'Casual']"
283640,['Not Game']
293720,"['Indie', 'Action']"
91800,"['Indie', 'Casual']"
522490,"['Indie', 'Action', 'Casual']"
22450,['Not Game']
444520,"['Indie', 'Action', 'Adventure', 'Sports']"
402597,['Not Game']
293280,['Not Game']
431450,"['Indie', 'Action', 'Early Access']"
365110,"['Indie', 'RPG']"
221340,['Not Game']
460090,['Not Game']
382720,['Not Game']
10270,"['Strategy', 'RPG']"
344040,"['Adventure', 'Casual', 'Early Access']"
17710,"['Action', 'Strategy']"
303550,"['Indie', 'Action', 'Adventure']"
361200,"['Adventure', 'Simulation']"
317080,"['Simulation', 'Sports', 'Racing']"
362140,"['Indie', 'Adventure', 'Casual', 'RPG']"
303510,"['Indie', 'Action', 'Adventure', 'Casual']"
222710,['Not Game']
307920,"['Indie', 'Casual', 'Strategy', 'Simulation']"
215770,"['Indie', 'Action', 'Strategy']"
200260,"['Action', 'Adventure']"
47120,['Action']
398160,"['Indie', 'Action']"
371890,"['Indie', 'Action']"
411550,"['Adventure', 'Casual', 'Strategy', 'Simulation']"
383690,"['Indie', 'Adventure']"
413859,['Not Game']
438600,"['Indie', 'Strategy', 'Simulation', 'Free to Play', 'Sports', 'Massively Multiplayer', 'Multiplayer']"
523490,['Not Game']
339320,"['Indie', 'Casual']"
346290,"['Indie', 'Action', 'Adventure']"
443680,"['Indie', 'Action', 'Casual', 'Simulation']"
367260,"['Indie', 'Action', 'Casual']"
331750,['Adventure']
374706,['Not Game']
357940,"['Indie', 'Strategy', 'RPG']"
351220,['RPG']
4550,['Not Game']
354140,"['Indie', 'Action', 'Simulation']"
251710,"['Indie', 'Adventure', 'Strategy', 'RPG']"
222180,"['Indie', 'Action']"
461040,"['Action', 'Casual']"
336300,"['Indie', 'Strategy', 'Simulation']"
262060,"['Indie', 'Strategy', 'RPG']"
373720,"['Indie', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
3020,['Not Game']
356540,"['Indie', 'Adventure', 'Casual', 'Simulation']"
225420,"['Strategy', 'Simulation']"
247310,"['Indie', 'Early Access']"
397200,"['Indie', 'Action', 'Casual']"
286660,"['Indie', 'Action']"
3010,['Racing']
441920,['Not Game']
215930,"['Strategy', 'RPG']"
336110,"['Indie', 'Action']"
437660,"['Indie', 'Action', 'Casual', 'Strategy', 'Simulation', 'RPG']"
294830,"['Strategy', 'Simulation']"
215550,"['Indie', 'Action', 'Adventure', 'RPG']"
40200,['Casual']
486640,"['Casual', 'Strategy', 'Simulation']"
230170,['Not Game']
306020,"['Action', 'Strategy']"
374716,['Not Game']
418360,"['Indie', 'Action']"
350600,"['Indie', 'Action']"
354640,"['Strategy', 'Simulation', 'Free to Play']"
384451,['Not Game']
385150,"['Indie', 'Adventure', 'Casual']"
374900,['Adventure']
243870,['Not Game']
342370,"['Action', 'Strategy', 'Free to Play']"
202710,"['Action', 'Strategy', 'RPG']"
342430,['Not Game']
71340,['Action']
394940,['Not Game']
402493,['Not Game']
403440,"['Indie', 'Action', 'RPG']"
44000,['Not Game']
519569,['Not Game']
300540,"['Indie', 'Adventure', 'RPG']"
299700,['Not Game']
418150,"['Indie', 'Action']"
449320,"['Indie', 'Action', 'Casual', 'Strategy']"
492270,"['Indie', 'Action', 'Adventure']"
377940,['Not Game']
441050,['Not Game']
384010,"['Indie', 'Action', 'Casual']"
405590,"['Indie', 'Adventure']"
2200,['Action']
263200,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG', 'Early Access']"
303850,['Not Game']
490860,"['Indie', 'Adventure', 'RPG']"
348650,"['Indie', 'Action']"
204840,['Not Game']
401420,"['Indie', 'Action', 'Casual']"
19990,['Not Game']
485830,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG']"
485900,"['Indie', 'Simulation', 'Early Access']"
485270,['Not Game']
445880,['Not Game']
402478,['Not Game']
295610,"['Indie', 'Action', 'Adventure']"
416590,['Not Game']
444410,"['Indie', 'Action', 'Adventure', 'Casual', 'Simulation']"
6060,['Action']
367030,"['Indie', 'Casual', 'Early Access']"
272270,['Not Game']
276730,"['Indie', 'Action']"
263020,"['Indie', 'Action', 'Casual', 'Sports']"
429490,"['Indie', 'Action', 'Adventure', 'Casual']"
268240,"['Indie', 'Action', 'Adventure']"
202310,['Racing']
466580,"['Indie', 'RPG']"
299340,"['Indie', 'Action', 'Strategy', 'Simulation']"
392920,"['Indie', 'Adventure', 'Casual', 'RPG']"
391590,['Adventure']
402482,['Not Game']
404580,"['Indie', 'Adventure', 'Free to Play']"
313120,"['Indie', 'Adventure', 'Early Access']"
335690,"['Indie', 'Adventure', 'Casual', 'Simulation']"
387530,['Not Game']
332830,"['Indie', 'Casual']"
349150,"['Indie', 'Action', 'Early Access']"
371620,"['Indie', 'Action', 'Strategy']"
315130,"['Indie', 'Adventure']"
373460,"['Action', 'Casual']"
264220,"['Indie', 'Action', 'Adventure']"
243120,"['Indie', 'Action', 'Adventure']"
6510,"['Action', 'Adventure']"
414720,"['Indie', 'Adventure', 'Simulation']"
356160,"['Adventure', 'Casual']"
243060,['Not Game']
452440,['Casual']
366060,"['Indie', 'Action', 'Adventure', 'RPG', 'Early Access']"
373880,"['Indie', 'Action']"
451600,"['Indie', 'Action', 'Adventure', 'Early Access']"
365420,"['Indie', 'Action', 'Adventure', 'Casual', 'Strategy', 'Simulation', 'RPG']"
407250,['Not Game']
303820,['Not Game']
382740,['Not Game']
351410,"['Indie', 'Action', 'Free to Play']"
17400,['Not Game']
16620,"['Indie', 'Sports', 'Racing']"
396010,"['Indie', 'Action']"
254020,['Not Game']
284410,"['Indie', 'Action', 'Adventure']"
427550,"['Adventure', 'Casual']"
340830,"['Indie', 'Action', 'RPG']"
205530,"['Indie', 'Strategy', 'Simulation']"
361700,['Not Game']
461180,['Not Game']
353260,"['Action', 'Strategy']"
382570,"['Indie', 'Action', 'Adventure']"
357720,"['Indie', 'Action', 'Casual']"
347430,"['Indie', 'Adventure', 'Casual']"
336710,"['Indie', 'Adventure']"
384630,"['Indie', 'Adventure']"
393920,"['Indie', 'Simulation']"
233350,"['Action', 'Adventure', 'RPG']"
324140,"['Action', 'Casual']"
378370,"['Indie', 'Action', 'Adventure', 'RPG', 'Early Access', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
253150,"['Indie', 'Action', 'Strategy', 'RPG']"
461010,"['Indie', 'Action', 'Casual', 'Racing']"
6400,"['Action', 'Strategy']"
461910,"['Strategy', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
374722,['Not Game']
335070,"['Indie', 'Action', 'Casual', 'Simulation', 'Sports', 'Racing']"
269810,"['Indie', 'Action', 'Adventure']"
237310,"['Action', 'Adventure', 'Casual', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
416670,"['Strategy', 'Early Access', 'Free to Play']"
236130,"['Indie', 'Strategy']"
253770,['Simulation']
448230,"['Indie', 'Action', 'Casual', 'Simulation', 'Early Access']"
38130,['Casual']
357330,"['Indie', 'Action', 'Early Access']"
268890,['Simulation']
456720,['Not Game']
429790,"['Indie', 'Action', 'Adventure', 'RPG', 'Early Access', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
301360,"['Indie', 'Action']"
372780,"['Indie', 'Adventure']"
351730,"['Indie', 'Adventure', 'Casual', 'Strategy', 'Simulation']"
493810,"['Indie', 'Free to Play']"
523484,['Not Game']
384990,['Not Game']
212370,['Not Game']
99920,['Not Game']
240220,['Not Game']
301560,['Not Game']
355530,"['Indie', 'Adventure', 'Casual', 'RPG']"
412400,"['Indie', 'Action', 'Casual', 'Strategy', 'Simulation', 'Free to Play']"
497960,['Not Game']
10470,['Not Game']
364580,['Not Game']
408340,['Not Game']
104100,"['Indie', 'Action', 'Strategy']"
327880,['Not Game']
257790,"['Indie', 'Action', 'Simulation', 'Sports', 'Racing']"
387400,"['Indie', 'Action', 'Strategy']"
340570,"['Indie', 'Casual', 'Strategy', 'Simulation', 'Early Access']"
493000,"['Indie', 'Action', 'Adventure']"
324610,"['Indie', 'Adventure']"
314320,"['Indie', 'Casual', 'Strategy', 'Simulation']"
55150,['Not Game']
444290,"['Action', 'Casual']"
47830,['Not Game']
468320,['Casual']
232810,"['Indie', 'Strategy', 'Simulation', 'Early Access']"
300910,['Action']
308520,"['Indie', 'RPG', 'Early Access', 'Massively Multiplayer', 'Multiplayer']"
342200,"['Action', 'Strategy', 'Simulation', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
369890,"['Indie', 'Action', 'Adventure', 'RPG']"
345990,['Action']
333130,"['Indie', 'Action', 'Adventure']"
235340,"['Action', 'RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
401890,['Action']
410710,"['Action', 'Adventure', 'RPG']"
235800,['Indie']
329490,['Action']
311730,['Not Game']
303590,"['Action', 'Casual']"
109700,"['Indie', 'Strategy']"
421810,"['Indie', 'Adventure', 'Casual', 'Strategy', 'RPG']"
347170,['Not Game']
299740,"['Indie', 'Action', 'Adventure', 'Strategy', 'Simulation', 'RPG', 'Early Access', 'Massively Multiplayer', 'Multiplayer']"
333820,['Not Game']
361130,"['Indie', 'Strategy', 'RPG']"
39140,['Not Game']
405650,"['Indie', 'Action']"
396310,['Not Game']
491170,"['Indie', 'Action', 'Adventure']"
343750,"['Indie', 'RPG']"
378830,"['Indie', 'Adventure', 'RPG']"
299070,['Strategy']
427950,"['Indie', 'Action', 'Adventure', 'Strategy', 'Simulation', 'RPG', 'Early Access']"
382050,"['Indie', 'Action', 'Adventure', 'RPG']"
412740,['Not Game']
522990,"['Indie', 'Casual']"
307560,['Strategy']
501110,['Not Game']
420980,"['Indie', 'Adventure', 'Casual']"
420440,"['Strategy', 'Simulation']"
403040,['Utilities']
523326,['Not Game']
360840,"['Indie', 'Adventure']"
337820,"['Indie', 'Strategy', 'Simulation']"
41660,"['Indie', 'Action', 'Adventure']"
6350,['Not Game']
391520,"['Indie', 'Simulation', 'Early Access']"
258010,"['Indie', 'Action', 'RPG']"
266190,"['Indie', 'Action', 'Adventure', 'RPG', 'Early Access']"
251850,"['Indie', 'Action', 'Adventure']"
384454,['Not Game']
425860,"['Indie', 'Action', 'Casual']"
503830,"['Indie', 'Adventure', 'RPG']"
285740,"['Indie', 'Casual', 'Simulation']"
388680,"['Indie', 'Adventure']"
443580,"['Indie', 'Casual', 'Free to Play']"
251130,"['Indie', 'Strategy', 'RPG']"
502140,"['Indie', 'RPG']"
504670,"['Adventure', 'Casual', 'RPG']"
386340,"['Indie', 'Action', 'Adventure', 'Early Access']"
233530,"['Indie', 'Action']"
307430,"['Indie', 'Casual', 'Strategy']"
248290,"['Indie', 'Casual', 'Strategy', 'Simulation']"
372060,['Utilities']
327390,"['Adventure', 'Simulation']"
390890,"['Indie', 'Action', 'Adventure']"
2390,['Action']
447270,['Not Game']
349140,"['Indie', 'Adventure']"
11020,['Racing']
490880,"['Indie', 'Action']"
346550,"['Indie', 'Adventure']"
7730,['Strategy']
391630,['Action']
508820,"['Indie', 'Casual']"
395480,"['Indie', 'Action', 'Adventure', 'Casual', 'Early Access']"
377890,"['Indie', 'Action', 'Strategy']"
473770,['Not Game']
22140,['Not Game']
279420,"['Casual', 'Strategy', 'Simulation']"
493340,"['Strategy', 'Simulation']"
408260,"['Indie', 'Adventure']"
415480,['Not Game']
218210,['Not Game']
366180,"['Indie', 'Action', 'Adventure', 'Casual']"
433590,"['Indie', 'Adventure']"
423900,"['Indie', 'Action', 'Adventure', 'Casual', 'RPG']"
356880,['Indie']
206230,['Not Game']
356270,['Strategy']
294590,"['Action', 'Strategy']"
389250,"['Adventure', 'RPG']"
205650,['Adventure']
452710,['Not Game']
318970,"['Indie', 'Adventure', 'RPG']"
449050,"['Casual', 'Free to Play', 'Sports']"
495400,['Not Game']
6570,['Not Game']
406290,"['Strategy', 'Simulation']"
272040,"['Indie', 'Casual']"
466500,['Indie']
72400,"['Indie', 'Adventure']"
356170,"['Indie', 'Action', 'Adventure', 'Racing']"
36150,['Casual']
457440,"['Indie', 'Action', 'Adventure']"
445750,['Not Game']
208650,['Not Game']
392120,['Not Game']
389190,"['Indie', 'Action', 'Adventure', 'Casual']"
235070,"['Indie', 'Action']"
491520,['Not Game']
44670,['Racing']
227680,['Not Game']
362290,"['Indie', 'Adventure', 'Strategy', 'Simulation']"
12260,['Not Game']
283410,['Action']
364240,"['Utilities', 'Video Production', 'Photo Editing']"
269730,"['Simulation', 'Sports']"
382350,"['Indie', 'Action', 'Adventure']"
46220,['Not Game']
337970,"['Indie', 'Casual', 'Strategy', 'Simulation']"
204860,"['Action', 'Strategy']"
354510,['Not Game']
255390,['Adventure']
448060,"['Indie', 'Action', 'Early Access']"
227060,"['Indie', 'Strategy', 'Simulation', 'RPG']"
361330,"['Indie', 'Action', 'Adventure', 'RPG', 'Early Access']"
384110,"['Indie', 'Action', 'Adventure', 'RPG']"
442110,['Not Game']
257030,"['Indie', 'Action']"
378030,"['Indie', 'RPG']"
100410,['Not Game']
378450,['Action']
382490,"['Indie', 'Action', 'Free to Play']"
487580,['Casual']
433850,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
466280,"['Indie', 'Action', 'Adventure']"
316320,"['Action', 'Adventure', 'Racing']"
386480,"['Indie', 'Adventure', 'Casual', 'Strategy', 'Simulation']"
442810,"['RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
292880,['Adventure']
49330,['Strategy']
62100,['Casual']
368720,"['Indie', 'Action', 'Adventure', 'Simulation', 'Early Access']"
485970,['Indie']
374731,['Not Game']
403400,['Action']
402160,"['Indie', 'Strategy', 'Simulation', 'Early Access']"
320650,"['Adventure', 'Casual']"
282030,"['Indie', 'Action', 'Racing']"
372560,['Adventure']
200960,"['Indie', 'Strategy', 'RPG']"
6330,['Not Game']
375210,"['Indie', 'Simulation']"
447860,"['Indie', 'Action', 'Adventure', 'Casual']"
299030,['Not Game']
269230,"['Indie', 'Action']"
420850,"['Indie', 'Action']"
402890,"['Indie', 'Adventure', 'Free to Play']"
205830,"['Indie', 'Action', 'Casual']"
254960,"['Action', 'Strategy', 'RPG']"
13140,['Action']
294720,['Casual']
7740,['Not Game']
22380,['Not Game']
301300,"['Indie', 'Action', 'Casual']"
307410,['Sports']
15710,['Adventure']
373680,['Not Game']
387690,['Not Game']
397960,"['Adventure', 'Casual']"
413010,['Not Game']
520210,['Not Game']
11550,['Not Game']
411960,"['Indie', 'Action', 'Adventure']"
4830,['Not Game']
2320,['Action']
418160,"['Casual', 'Strategy']"
278970,"['Action', 'Adventure']"
509540,['Not Game']
4730,['Not Game']
376120,"['Indie', 'Action', 'Adventure', 'Casual', 'Strategy', 'Simulation', 'RPG', 'Sports', 'Massively Multiplayer', 'Racing', 'Multiplayer']"
451760,"['Indie', 'Casual']"
397990,"['Indie', 'Action']"
226120,"['Indie', 'Adventure', 'Casual', 'Strategy']"
23530,['Action']
385580,['Indie']
250050,"['Indie', 'Action', 'Adventure', 'Casual']"
271240,"['Indie', 'Strategy', 'Simulation']"
266110,"['Indie', 'Action']"
400380,"['Indie', 'Strategy', 'Simulation', 'Sports']"
355180,"['Action', 'Free to Play']"
402800,['Not Game']
350710,"['Indie', 'Casual', 'Strategy']"
252470,['Not Game']
271550,"['Indie', 'Casual', 'Strategy']"
385390,['Casual']
395520,"['Indie', 'Adventure', 'Casual', 'Free to Play']"
297590,"['Indie', 'Adventure']"
314980,"['Indie', 'Strategy', 'Simulation']"
257750,"['Indie', 'Action', 'Adventure', 'Casual']"
364800,"['Action', 'Adventure', 'Simulation']"
346010,"['Indie', 'Simulation', 'Early Access']"
268200,"['Action', 'Adventure', 'Strategy']"
24420,['Indie']
113420,"['RPG', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
519565,['Not Game']
206440,"['Indie', 'Adventure', 'RPG']"
38080,['Simulation']
313810,"['Action', 'Adventure', 'RPG']"
292640,['Not Game']
367990,"['Action', 'Simulation', 'Sports']"
207060,['Not Game']
496160,['Not Game']
63950,['Simulation']
425670,['Action']
244630,"['Action', 'Free to Play']"
396060,['Not Game']
345700,"['Indie', 'Adventure', 'Casual']"
440140,['Not Game']
488220,['RPG']
397020,"['Indie', 'Action', 'Casual', 'Early Access']"
305920,"['Indie', 'Adventure']"
57200,"['Indie', 'Casual']"
283310,['RPG']
42690,['Not Game']
492080,"['Indie', 'Adventure']"
396860,"['Indie', 'Casual']"
45300,['Simulation']
266390,"['Indie', 'Casual', 'Strategy', 'Simulation']"
435490,['Not Game']
293780,"['Indie', 'Action', 'RPG']"
316030,"['Action', 'Adventure']"
267360,['Action']
278440,"['Indie', 'Simulation']"
385810,['Strategy']
518670,"['Indie', 'Action', 'Simulation']"
319170,"['Action', 'Adventure']"
491470,"['Indie', 'Simulation', 'Early Access']"
328450,['Strategy']
9480,['Not Game']
431250,"['Indie', 'Action', 'Strategy']"
377520,['Strategy']
339600,"['Strategy', 'Free to Play', 'Massively Multiplayer', 'Multiplayer']"
391270,"['Indie', 'Adventure', 'Free to Play']"
22650,['Action']
413500,"['Indie', 'Action']"
383540,['Not Game']
444800,"['Indie', 'Action', 'Adventure']"
362610,"['Indie', 'Racing']"
257510,"['Indie', 'Action', 'Adventure']"
361020,"['Casual', 'Strategy']"
38830,['Not Game']
338830,"['Indie', 'Strategy', 'RPG']"
65930,['Not Game']
342130,"['Indie', 'Action', 'RPG']"
420210,"['Indie', 'Action', 'Adventure', 'RPG']"
222660,"['Indie', 'Action']"
402471,['Not Game']
434070,['Indie']
261940,"['Indie', 'Adventure', 'Casual']"
237550,"['Indie', 'Adventure', 'RPG']"
295590,"['Indie', 'Strategy', 'Simulation', 'RPG']"
333340,"['Indie', 'Action', 'Adventure', 'Casual', 'Simulation', 'RPG', 'Early Access', 'Racing']"
55370,['Not Game']
369000,"['Indie', 'Action', 'Adventure', 'Casual', 'Strategy']"
459470,['Strategy']
463240,"['Indie', 'Action', 'Adventure', 'Casual', 'Strategy', 'Early Access']"
257850,"['Indie', 'Action', 'Adventure', 'RPG']"
230190,"['Indie', 'Strategy', 'Simulation']"
7600,['Strategy']
458300,['Not Game']
72300,['Not Game']
2700,"['Strategy', 'Simulation']"
257630,"['Indie', 'Action']"
392370,"['Indie', 'Adventure', 'Casual']"
390210,"['Indie', 'Action', 'Adventure']"
58520,"['Strategy', 'Sports']"
435080,['Adventure']
418110,"['Indie', 'Casual', 'Strategy', 'Early Access', 'Free to Play']"
395380,"['Indie', 'Action', 'Adventure', 'Casual']"
291290,"['Indie', 'Adventure', 'Casual']"
57800,"['Indie', 'Adventure', 'Casual']"
219990,"['Indie', 'Action', 'Adventure', 'RPG']"
215470,"['Indie', 'Action']"
349260,"['Indie', 'Action']"
350070,"['Indie', 'Action', 'Adventure']"
490390,['Adventure']
105450,"['Strategy', 'Simulation']"
341030,"['Indie', 'Strategy', 'Simulation']"
311480,"['Indie', 'Action']"
3200,['Not Game']
281840,['Indie']
274800,['Not Game']
348620,"['Indie', 'Adventure', 'Casual', 'Free to Play']"
381310,['Not Game']
285070,"['Indie', 'Action', 'Adventure']"
331290,"['Indie', 'Action']"
24120,['Not Game']
366320,"['Indie', 'Adventure']"
264380,['Indie']
346180,"['Indie', 'Action']"
312420,['Strategy']
448300,"['Indie', 'Action', 'Adventure', 'Early Access']"
475550,['Not Game']
230820,"['Indie', 'Adventure']"
364190,['Indie']
442260,"['Indie', 'Action']"
465050,"['Indie', 'Action', 'Early Access']"
357930,"['Indie', 'Casual', 'Strategy']"
432990,"['Indie', 'Action']"
16180,"['Casual', 'Simulation']"
448150,"['Indie', 'RPG', 'Early Access', 'Massively Multiplayer', 'Multiplayer']"
411180,['Not Game']
308330,['Adventure']
369860,"['Indie', 'Action', 'Casual']"
275510,['Strategy']
412010,"['Indie', 'Action', 'Adventure']"
406410,['Not Game']
433490,"['Indie', 'Action', 'Casual']"
